nama_pengguna,rating,tanggal,ulasan
Toto Riswana,1,2026-05-31 04:35:51,"Tolong segera diperbaiki, aplikasi tidak dapat dibuka. Terus crash, bermasalah, kedeteksi bug ber ulang. Terima kasih"
Syarif Hidayatulloh,5,2026-05-31 04:35:51,sangat mudah dan cepat buat transaksi
Zanu Abdurrahman,3,2026-05-31 03:48:08,tolong diperbaiki dong. saya mau login tapi tidak bisa
Nur asia Amel,5,2026-05-31 03:43:28,lebih mudah mengecek saldo tabungan
senna aditya putra,1,2026-05-31 03:22:53,gw masukin password malah ada tulisan (anda blm logout dgn tuntas) pdhl pass gak salah
Netwide88,1,2026-05-31 03:06:53,"Kenapa untuk menggunakan app harus menghidupkan lokasi dan GPS? Padahal itu kan privasi. Gila aja minta akses lokasi, padahal bukan app ojol!"
Yohan Jowo,1,2026-05-31 02:40:50,"Alibi koneksi buruk padahal kecacatan sistem.. aplikasi M-banking Paling idiot dan Bodoh dari Bank lain, seketika tidak bisa transaksi dengan dalih koneksi buruk padahal jaringan dan kecepatan wifi tidak ada gangguan sama sekali.. menjelang di atas jam 2 pagi BRIMO Selalu seperti itu padahal nasabah ada keperluan mendadak dan genting dalam bertransaksi, saya putuskan tarik semua dana saya dan pindah ke Bank lain dari pada berulang kali seperti itu"
Nevalfamous,1,2026-05-31 02:37:57,KEBANYAKAN MAINTENANCE DI WAKTU YANG SEHARUSNYA KITA SEDANG BUTUH UNTUK DIPAKAI PEMBAYARAN MAU VIA TRANSFER ATAU VIA SCANNER !!
Fikry Dion,1,2026-05-31 02:35:26,"brimo skrg kebanyakan ulah, jaringan bagus tpi bilang nya jaringan lemah...aneh. di tes ke tiktok sama youtube aman aman aja"
Rina Melati,5,2026-05-31 01:16:58,sangat ok...👍
M. Eka Prayoga (Prayoga),1,2026-05-31 00:05:25,gampang error
Aryan Ryan,5,2026-05-31 00:05:21,sngat puas
Abyansyah Da'Varel 01,1,2026-05-30 23:50:43,"tolong untuk fitur lupa sandi segera diperbaiki tidak berputar disitu situ aja dan ujung"" nya harus datang ke kantor"
Nina Arista,5,2026-05-30 23:44:19,aplikasi brimo yang sangat penting buat semua transaksi apapun dengan satu aplikasi mantapp
Ikhsan Ramdhani,5,2026-05-30 23:37:04,untuk saat ini ok lah
Fadhil Muhammad Arif,2,2026-05-30 22:58:05,"3 minggu terakhir pembayaran QRIS suka error, padahal jaringan aman, terbukti pake aplikasi QRIS lainnya bisa lancar aja di saat itu juga. Dan sekarang kenapa aplikasi BRImo mengharuskan gps selalu aktif ketika menggunakan aplikasi? Kenapa jadi DEMANDING bgt. Selama ini ga pake gps aman aja dan berfungsi dengan baik. Di aplikasi mbanking lain juga fitur gps GA DIHARUSKAN dan masih bisa berjalan tanpa harus nyalain gps. Emang yakin nih privasi lokasi kita bisa dijamin keamanan datanya oleh BRI?"
Anggi Winata,1,2026-05-30 22:54:22,masuknya susah amat anjj
Yuga Muhammad,1,2026-05-30 22:53:29,sampah aplikasi sampah
Samsul hadi,5,2026-05-30 22:51:15,lebih oke
Jun edi,4,2026-05-30 22:49:11,"ko manin di update makin bnyak fitur yg gak enak sih,harus aktifin lokasi dulu baru bisaa buka,"
Harry Prabowo,2,2026-05-30 22:20:01,sangat susah bikin akunnya. sampe skrg sudah seminggu masih belum berhasil. nyangkut di foto KTP
satria budi,5,2026-05-30 22:17:11,memudahkan urusan kita n simpel
fmy chanel,3,2026-05-30 22:12:49,habis d update buka brimo hrus aktif gps nya merepotkan
KOPI KIRAN 26,5,2026-05-30 21:59:08,terima kasih sangat memudahkan untuk yang punya usaha... terima kasih BRI
Adi gunawan Sihombing,4,2026-05-30 21:58:45,Lumanyan Bagus
Joko Priyono,5,2026-05-30 21:51:26,sejauh ini bagus
muhammad rahsya,3,2026-05-30 21:48:04,"Aplikasi macam apa ini udah buat username sama password , button lanjutkan gak bisa di klik , ngasih buat akun apa nggak ?"
Q Q,5,2026-05-30 21:45:44,suka
Jun Sal,3,2026-05-30 21:29:11,Alhamdulillah banyak kemudahan dan manfaat BRImo
Heri Jr,5,2026-05-30 20:48:22,bagus lancar puas pokoknya
RETNO P. ARTHONNY,3,2026-05-30 20:44:57,BRI kenapa BRimo saya ngg mau dibuka versi baru ini makin ribet aja versi lama enak aksesnya versi harus photo KTP lah photo wajah lah itu ngg mau harus ngurus ke bank bikin repot masyarakat kaya punya BRimo 3 bulan ini ngg bisa dibuka gara2 ganti hp
Ano Suratno,1,2026-05-30 20:18:00,masa musti aktifin lokasi Mulu tiap mau pakai aplikasi
Suarni Farasi,4,2026-05-30 20:16:29,cukup membantu. hanya kadang error
Wisra Sary,5,2026-05-30 20:09:33,sangan memudah kan
VanVerry Azka,5,2026-05-30 20:06:33,TERBAIK
muhanwar hamzah,5,2026-05-30 19:47:31,"sangat membantu, dan keamananya terjaga,"
Laila Subhkie,5,2026-05-30 19:36:33,sangat terbantu dan mudah sekali tidak ribet seperti banking bank lain. sukses BRI
Supri Yanto3,5,2026-05-30 19:34:41,maaf Ega bisa masuk brimo
Anis Marssika,5,2026-05-30 19:30:21,"kenapa sih BRImo gak bisa di login,gak bisa update jga...lgi darurat ni 😭"
Heni Susanti,5,2026-05-30 19:28:45,sudah punya Brimo...transaksi mudah..👍👍👍
Kg _ Aweks,4,2026-05-30 19:18:43,"Mudah praktis. sayang ny suka ad Nonaktipkan aksebilitas,sy pusing di buatnya,cari di pengaturan hp gk ad yg bisa,Dan Brimo pun susah di buka."
Anwar Ilham,5,2026-05-30 19:14:17,mantap woii
Andi Raharjo,1,2026-05-30 18:59:19,"mau login malah dipersulit, notif selalu koneksi internet tidak bagus.. 🤦‍♂️ padahal koneksi internet wifi maupun data bagus, apa aku tidak diperbolehkan pakai brimo ya🤔"
Fastroock slowrock,1,2026-05-30 18:46:08,sudah verifikasi tapi selalu gagal login dengan alasan sinyal buruk
Made Erwin,1,2026-05-30 18:39:59,"ini saya buka tabungan emas kok gak bisa ya, ada tulisan transaksi gagal kode bla bla gitu kayak lag tapi wifi saya bagus, apa ada riset ya setiap hari sabtu"
Ahmad Maulana,5,2026-05-30 18:14:22,solusi Verivikasi wajah gagal terus izin saran min
Nailil Istianah,5,2026-05-30 18:12:41,paling mudah dan cepat 🥰🥰
Desy Ambarwati98,5,2026-05-30 18:11:32,transaksi jadi mudah dari mana pun
Eka Risa Bilawati,1,2026-05-30 18:11:00,mau daftar udah foto ktp maslahnya ada pasngisi formulir data utama selalau(data tidak sesuai ) padahal udah sesuai semuaku cek cek berkali kali terus muncul notif coba lagi besok gimana tuh ada saran
M_ Riski,5,2026-05-30 18:10:31,"Lebih enak versi lama saat transaksi cepet, versi baru beli pulsa malah gak masuk2 dan saldonya pun berkurang hadehhhh"
Ardi Nur,1,2026-05-30 18:04:12,"setelah pembaruan kok susah amat verifikasi wajah,katanya gagal memuat,pas pencet tutup muncul lagi koneksi internet kurang baik padahal jaringan kartu data lancar,di versi sebelum nya gampang buat verifikasi wajah dan gak harus aktifin gps gara gara hp ku kereset pabrik jadi harus vermuk lagi mohon di benerin lah"
Arief channel,5,2026-05-30 17:56:36,jadi makin mudah dan gak ribet
Kateni,5,2026-05-30 17:47:03,trimakasih BRI
M Qosim,5,2026-05-30 17:46:53,Dengan adanya BRImo hidup berasa lebih gampang tak perlu ribet kesana kemari oke
anggi kitaro01,1,2026-05-30 17:32:19,tidak bisa buka harus hapus riwayat setelah di update makin parah dan hancur ini aplikasi. mending aplikasi yang lain aja
Dani Rasika,5,2026-05-30 17:22:43,sangat membantu... trimakasih brimo
Kinying Bochil,1,2026-05-30 17:19:05,"vermuk gagal mulu aneh, ribet pindah k bank lain yg ada !"
Cah Ragielwae,1,2026-05-30 17:17:51,Kartu kredit Co-Branding sudah bisa terhubung ke brimo tapi tidak bisa buat pembayaran QRIS.
Jubri Raider,5,2026-05-30 17:15:48,baguuuusss cepatt cuman biaya admin aja mahal hehehe
Syera Aaa,2,2026-05-30 17:10:30,aplikasi pake 1 tahun aman aman aja sekarang malah aplikasi nya GK bisa di buka kata nya hapus riwayat udah di hapus udah hapus aplikasi juga udah download ulang sampe 5-6 kali tetap GK bisa di buka ini gimana sih?
Ibrah Channel 26,5,2026-05-30 16:59:16,🤩😎☕️
Fahru Putra,1,2026-05-30 16:58:20,"Aneh Tidak bisa aktifkan status kartu debit virtual, padahal baru bikin"
Alif Xyntruz,1,2026-05-30 16:50:07,tolong dong Brimo pas login jaringannya diperbaiki selalu saja eror dengan koneksi jaringan
Ima Mangande,5,2026-05-30 16:46:36,praktis dn lbih gampang👍👍
Maf Tukah,2,2026-05-30 16:43:59,gk bisa kebuka panggilan hrus di akhir e trs tulisannya pdhl lagi gk telfonn
Didin Sony,5,2026-05-30 16:39:21,selama pakai apk brimo pembayaran online tepat cepat akurat aman mantap terima kasih
Riand uwais al-q,3,2026-05-30 16:32:29,"verifikasi wajahnya susah X, gagal terus, sampai dateng ke bank nya langsung sama aja"
Kendi Kendi,1,2026-05-30 16:11:35,okeh
Paisal Sudrajat,2,2026-05-30 16:03:50,tolong pihak BRI kenapa saya gak bisa login padahal sinyal nya bagus 🙏
Bedul Bengkulu,5,2026-05-30 16:02:45,"min kenapa ini mau daftar brimo pas foto ktp erorr trus, padahal cahaya bagus ga burem"
wahyudin walid,5,2026-05-30 15:52:00,"kenapa BRImo m banking sy kadang bs di buka kadang ga bisa ,padahal sy sudah mendatangi cabang bank BRI terdekat sudah di benar kan aktip lagi tp cuma bener aktip 24 jam"
Sangkala Sambang,5,2026-05-30 15:47:24,membantu sekali untuk orang yg ma las k atm
Andika Rivai,5,2026-05-30 15:44:35,🌟🌟🌟🌟🌟
Erlangga_ E.N.S,1,2026-05-30 15:40:17,"verifikasi wajah kalau belum bisa dipakai hapus saja, terimakasih."
Masitoh Srisusanti,3,2026-05-30 15:38:24,knp lambat login ya
Arma Rivakun nizar,5,2026-05-30 15:36:49,baguss 😃👌 sangat bermanfaat
Kartini Holis,2,2026-05-30 15:33:50,tolong dong kenapa ni aplikasi bri kok gabisa transfer udah nunggu dr pagi ga bisa bisa
Lucky Arnest,3,2026-05-30 15:30:28,"bri ini cukup mengecewakan sebagai bank besar ya, di mulai dengan sistemnya yang sering erorr dan maintenance di jam jam padat yang harusnya bisa di gunakan. sehingga menyulitkan nasabah dll. juga di sistem yg sering sekali erorr dimana transaksi menggantung di status proses sedangkan saldo sudah tertarik namun tidak masuk ke bank yang dituju. ini sangat merugikan menurut saya apalagi setelah itu saldo di bank sendiri hilang tidak kembali namun ke bank tujuan juga belum masuk. tolong di perbaiki"
Feby Kanaya,4,2026-05-30 15:30:18,alhamdulilah sekitan lama pake brimo syang ny tiap ada SMS kena potong trus ya
Al Fudhel,4,2026-05-30 15:15:55,"apaan dah, tf ke luar bank BRI selalu gak bisa alasan ""Koneksi buruk"" giliran ke bank BRI lagi dan e walet bisa, aneh"
Febri Yanto,2,2026-05-30 14:49:59,sudah hapus cahce tpi tetep aja gk bisa login berulang kali ganti jaringan/wifi sma saja gk bisa login gimana ini min😓
Doni Samuel Simbolon,5,2026-05-30 14:27:25,Mempermudah transaksi melalui Smarthphone
Rafly Andi,1,2026-05-30 14:20:26,"app payah...udah SEsuai apa yg kita isi,malah GK bisa.buat org"" PD kecewa"
bambang BR,5,2026-05-30 14:11:31,lancar okelah
evan ziggy,5,2026-05-30 14:06:21,brimo kereennnnn
W Muhammad,1,2026-05-30 13:45:05,"awalnya ada seperti informasi yg muncul dilayar HP, ak klik trnyata tiba2 udah terdaftar AMKKM dan saldo kepptong 100rb. gila banget, gak pernah setuju daftar malah tiba2 terdaftar dan kepptong saldonya...."
Aesyi mamluatul faoziah,1,2026-05-30 13:44:39,mau masuk tapi keterangan koneksi internetmu kurang baik terus padahal kuota masih banyak sudah lewat wifi juga tetep koneksi internetmu kurang baik terus kemaren sudah ke kantor BRI juga masih sama tolonglah di perbaiki dan gimana solusinya
Novi Ta,4,2026-05-30 13:41:50,kok sekarang buka brimo harus hidupin lokasi juga ya?
Anggun Mudiani,1,2026-05-30 13:41:40,susah buat login ke perangkat baru padahal koneksi internet tidak ada kendala sama sekali
fikriar 0404,1,2026-05-30 13:38:13,vitur KLO lupa sandi nya cuman SMS aja coba WhatsApp atau email gitu
Viona Fauzan,1,2026-05-30 13:35:30,saya sudah pasang kartu card dihp baru dan sya sudah donlowd brimo.. saya buka brimo pasword benar... tapi kenapa verifikasi otp gak keluar
Robby Arsyia Dani,1,2026-05-30 13:34:07,mau login aja harus aktifin lokasi
Titien Sumartini,1,2026-05-30 13:33:33,"Susah sekali masuk di aplikasi ini, sudah berkali-kali verifikasi selalu ada keterangan koneksi internet anda tidak stabil , jadinya tidak bisa masuk, padahal sebelumnya mudah. Mohon perbaiki aplikasinya agar tidak menyulitkan nasabah."
Allycia Ruran,3,2026-05-30 13:31:28,"Kenapa bri ini mulai sdh bermasalah padahal bagus ji nah klo mau tf, qris. Sekarang sdh mulai bermasalah. Perbaiki nahh"
Devan defhl,1,2026-05-30 13:19:10,Bruisendiri sudah bagus namun sayang sekali pas verifikasi data diri nya susah mau ketik nama awal tiba tiba muncul nama awal tadi sampai ke nama ibu juga tolong itu diperbaika ini saya belum bisa verifikasi data diri karena sudah melewati limit dan disuruh besok kalo besok masih sama kayak hari ini fix Ini Apk bri sudah gak bagus lagi
mohammad arifin,1,2026-05-30 13:16:12,brimo aplikasinya errorr terus ...setiap mau masuk jaringan buruk jaringan buruk..memang aplikasi brimo gak guna .....
Tukang Rahul (Tukang Rahul),5,2026-05-30 13:05:05,mantap untuk saat ini
Abdul Zalil,4,2026-05-30 12:43:35,sulit saat login ulang di hp lain ka ggal terus udah ke cs cuman di kasi tau lgi gangguan doang ka
Pancee Adifari,5,2026-05-30 12:17:28,fitur-fitur yg memuaskan
Ahmad Bagus,1,2026-05-30 12:14:57,"aplikasi sering lemot pas mau dibuka, kondisi internet lancar, padahal cuman minta sering update aja. jangan sering sering update, update cuman ganti wallpaper aja. ruweeet"
Ngalikage12 JrS12,5,2026-05-30 11:56:19,lebih cepat dan mudah
Sidiq Rahman,2,2026-05-30 11:49:52,"update terbaru bukannya mempermudah malah mempersulit. Harus aktifin dulu Lokasi baru bisa login ke Aplikasi, alhasil makin ribet aja😴😴😴"
Bangbrayen Brayen12,4,2026-05-30 11:43:09,sngat baik
Br Lagi,1,2026-05-30 11:26:28,lambat
emir ghani,5,2026-05-30 11:23:59,"good, barakallahu fiikum"
Kopre Lo,5,2026-05-30 11:18:53,bener2 dipermudah
Ai Maskanah,5,2026-05-30 11:05:12,mudah cepat simple sangat terbantu
Alime Rosyadi,5,2026-05-30 10:55:10,cepat mudah dan menyenangkan
Andi Y Saputra,5,2026-05-30 10:54:03,good Brimo memudah kan segala urusan ku
Ryno Ndau,5,2026-05-30 10:52:00,mantap brimo sangat puas dengan aplikasinya
Adhe Melody,5,2026-05-30 10:50:20,sangat senang 😍😍😍😍
Putri,1,2026-05-30 10:42:22,"verivikasi KTP loading lama, buang waktu saja!"
Fandy Atallah,1,2026-05-30 10:29:09,ribet banget pas verifikasi wajah masalah jaringan Mulu padahal jaringan bagus aneh banget
Matori Rohman,1,2026-05-30 09:57:25,"susah masuk ahir"" ini"
Desta Aditya putra.M,1,2026-05-30 09:43:30,"ribet ,nyusahin"
Liven To,5,2026-05-30 09:38:35,luarbiasa membantu
adi galileo,5,2026-05-30 09:37:36,harapan saya semoga aman dan lancar untuk tingkat ke kawatiran maraknya isu mengemai bri belakangan ini.
Evi Lailatulizza,3,2026-05-30 09:35:33,ini gimana ya kok gak bisa masukin e-KTP ada tulisan eror terus...
Elisa Khanza,5,2026-05-30 09:27:51,pkoknya terbantu bngt dngan ad ny aplikasi brimo
Clonex Takasimurakami,5,2026-05-30 09:22:19,keren bgt
fachruli subandi,5,2026-05-30 09:09:08,fast Respon
Feryanto,3,2026-05-30 08:47:36,"tolong dong min ini knp aflikasi brimo tdk bisa di bukak,pas mau bukak aflikasi timbul kata-kata seperti ini,aflikasi brimo tdk dpt berfungsi pd prngkt yg tlh di root silahkan uninstall aflikasi tdk resmi atau kmbali kepengturan pabrik(factory reset)atau gunakan prngkt lain untuk bisa mengakses brimo kembali"
Munipah,1,2026-05-30 08:39:38,maaf saya rating b 1 karena ga bisa daftar berulang kali ketika sesi Poto KTP tertulis kode error padahal sinyal lancar hp bagus tolong segera dibenahi mau daftar rekening BRI terlalu jauh kantor cabang soalnya pelosok tolong ditanggapi!!!!
Santri Nia,5,2026-05-30 08:29:59,"selama pakai aplikasi brimo sangat memuaskan, 👍"
ATTK Fizar,1,2026-05-30 08:26:09,"apk nya bagus tapi peraturan nya bikin ribet nyusahin guoblookkk. mau login akun sendiri di tolak, gada ngasih keterangan apapun. giliran dicoba lagi baru 2x dibilang terlalu sering login coba lagi setelah 24 jam. ga lagi make BRI lah kapok. udah nyalain lokasi tapi ngespam minta permission lokasi Mulu. kartu diblokir gajelas pedahal gapernah salah pin kartunya dipake terus udahlah pindah bank aja sialan"
muhamad ikhwan,5,2026-05-30 08:12:45,"mantap,,,,"
Hana Lengkong,5,2026-05-30 08:08:00,terima kasih berkat aplikasi ini saya tidak perlu repot mengurus kartu ATM yang secara tiba-tiba terblokir padahal tidak ada kendala sama sekali.
Muh.Rasyid Mohi,5,2026-05-30 07:51:29,Sudah berkali kali saya daftarkan data brimo selalu saja koneksi internet eror padahal jaringan ku bagus.tolong kk admin di perbaiki ulang aplikasi brimo sekarang 🙏🙏
Rahmat Opets,5,2026-05-30 07:51:07,membuat hidup lebih mudah
Nor Baiti,5,2026-05-30 07:43:28,mempermudah aku lah pokoknya
Eko Sanjaya Doank,5,2026-05-30 07:20:27,"terimakasih, sekarang saya sudah bisa menggunakan aplikasi ini, & sangat sangat memudahkan urusan saya"
Hariyanto Realme,5,2026-05-30 07:15:46,aplikasi sangat memuaskan
Rehan Fauzi,5,2026-05-30 06:59:14,bagus banget bermanfaat
Zain Al Fatih,5,2026-05-30 06:13:45,"Mudah dan sangat membantu, terima kasih."
Shofiatun Irsyad,5,2026-05-30 05:15:04,"terima kasih sangat membantu saat transaksi, jadi lebih praktis dan simpel."
Andrea Tan,5,2026-05-30 04:25:40,ceoat
Asep Sulaiman,5,2026-05-30 03:44:19,pelayanan online dengan mudah dan cepat
Gila Kalo bah,1,2026-05-30 02:31:07,aneh eroro terus
Abil Hafiz,1,2026-05-30 00:45:40,abis update malah gak bisa digunakan
Ade Pundan Narwisma,1,2026-05-30 00:21:49,ini aplikasi bank atau pelacak privasi? semua pengaturan privasi wajib digunakan bahkan lokasi. tiap buka aplikasi harus akses GPS. apa gunanya? menjijikkan
Devinta Saputri,5,2026-05-29 23:56:58,baik sih tapi buat verivikasi wajah selalu gagal dan sangat membingungkan
Gideon Pujianto,5,2026-05-29 23:53:49,lancar..
Dzikir,1,2026-05-29 23:31:11,Kak kenapa akun brimo saya tidak login awalnya aplikasi brimo saya ke hapus dan saya sudah 1 langkah verifikasi foto KTP tapi kok gak terdaftar padahal KTP yang daftarkan
Wulan Bilqis,5,2026-05-29 23:17:18,sangat membantu dan mudah di akses
daryl dixon,1,2026-05-29 23:08:42,"jaringan bagus wifi pke starlink masih aja transaksi gagal bilang jaringan kurang bagus , memang setan, gabisa di andalkan asli gimna klo lagi urgen !"
Anisa Nisa,5,2026-05-29 22:54:01,FAST
Jackwin Sanggelorang,5,2026-05-29 22:21:39,di gunakan sesuai fungsinya.
Gemboel Gemboel,5,2026-05-29 22:20:25,mempermudah untuk pembayaran
X•Shinobu デ,4,2026-05-29 21:36:28,setelah di update. membuka aplnya harus hidupin GPS dulu. kenapa?
Denirangga Irawan,1,2026-05-29 21:36:18,ini apk lama kelamaan gilak akun diblokir mau masuk susah banget
Rizki Fahrezi,1,2026-05-29 21:22:42,saya sudah masukin sandi nya dengan benar tapi malah terblokir hadeh...
Surya nto,5,2026-05-29 21:22:24,Brimo sangan membantu sekali
Afdal Isman,3,2026-05-29 21:22:12,terkadang aplikasinya error tanpa ada info pemberitahuan dan apknya menyimpulkan username atau pasword salah
Marlina Simatupang,5,2026-05-29 21:14:37,joooossssss
Ganda Sinurat,5,2026-05-29 21:04:47,sangat memudahkan dan membantu kita dalam transaksi
RAZ,1,2026-05-29 20:51:38,peraturan Brimo yang meminta izinkan akses lokasi agar bisa digunakan nyusahin saya sebagai pengguna
Achmat Abin,5,2026-05-29 20:48:39,mantap banget brimo
Ath Thariq D,5,2026-05-29 20:48:15,"apk yang ringan dan mudah dipahami, user friendly"
Raust,5,2026-05-29 20:41:08,sangat membantu transaksi dan mempermudah pembayaran
Cepi Nuryana,4,2026-05-29 20:09:51,kalo mau transaksi jaringan nya harus berapa MBPS sih?. susah bener?
ijal cova,1,2026-05-29 20:05:11,ribet.knp harus mengaktifkan lokasi saat menggunakan mbanking ini. sedangkan aplikasi mbanking lain tdk begitu.buatlah customer lbh mudah jgn di persulit.
Hamed Abdullah,5,2026-05-29 19:59:45,bagus amanah
Salim putra sejati,4,2026-05-29 19:51:05,masih sering suka error terus untuk QRIS juga suka ngga kebaca mohon di tingkatkan lagi
Herlina Margono,4,2026-05-29 19:41:07,"baru make dengan beneran skrg, padahal sebelumnya jugaa pake brimo... tapi.. pas pake skrg ini baru ngeh kalo gampil bener... cepet... makasih brimo"
Rinu Gulo,5,2026-05-29 19:34:13,sangat membantu pembayaran qiurs
Ahong Lawless,1,2026-05-29 19:33:38,"setor tunai 2,6 juta lewat atm bri , tapi yang masuk hanya 2,1 juta saja. lah yang 500 ribu kemana? tolong di cek atm nya langsung dong. cek cctv atm. jelas jelas uang saya masukin semua ke atm. tapi kenapa yang 500 ribu tidak bertambah ke rekening saya? sudah buat pengaduan tapi itu di anggal normal? di anggap setor tunai sukses ? Sumpah Demi Allah , saya tidak ikhlas. saya berani cek cctv atm lokasi. ayok buktikan. uang saya masuk semua. tapi saldo tidak bertambah."
